Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
Wjhubbard,2019-11-05 23:01:15,"RT JamesMelville Denmark pays its students 1,000 a month to go to university and charge no tuition fees. Students are seen as an investm",nan,Nan,False,0
AmericanCFLFan,2019-11-05 23:01:15,"One in three Canadians view China favourably amid a diplomatic dispute, a poll suggests ","Cincinnati, OH",Nan,False,0
_cirrus_minor_,2019-11-05 23:01:15," Roger Stone Trump ally, political strategist and Nixon fan ","46.869100,103.848242",Glasgow,False,0
PolicyBot,2019-11-05 23:01:15,Today's weenie college students are exactly the types that would honor that ban.,nan,Nan,False,0
JDFightForWonho,2019-11-05 23:01:16,We making headlines all over We are getting billboards We have other celebrities support Please bring back Wonho ,"Texas, USA",Nan,False,0
RenuMandhane,2019-11-05 23:01:16,RT RenuMandhane I dedicate this Special Recognition of Achievement Award from ExcellenceCan to the many marginalized and vulnerable peop,"Toronto, Ontario",Nan,False,0
fiyinfoluwa_,2019-11-05 23:01:16,RT slimzyManny Every university has that lecturer who always look unkempt as if they don't receive salaries. ,"Lagos, Nigeria",Nan,False,0
kepajh,2019-11-05 23:01:16,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",nan,Nan,False,0
MDOT_BWB,2019-11-05 23:01:16, BlueWaterBridge as of 6PM wait times heading WB into the U.S. is less than 15 min. for cars and 30 45 min. for com ,"Port Huron, MI",Nan,False,0
jacob_s_pumpkin,2019-11-05 23:01:17, ameliaearHRT going to canada like a draft dodging 70s dude to wait for a debt pardon from president sanders,online,Nan,False,0
childishkamari,2019-11-05 23:01:17,"RT tonyposnanski AOC graduated Magna Cum Laude from Boston University and won her election in a landslide. You barely graduated college,",nan,Nan,False,0
TedStriker33,2019-11-05 23:01:17,RT lamphieryeg Scheer's climate change plan included using Cdn technology to help high emissions countries like India reduce their emissi,nan,Nan,False,0
sairaallapeikko,2019-11-05 23:01:17,Great session on spine. Development of imaging markers for back pain is a critical unmet need and University of Uta ,"tokyo, vermont, and nyc",Nan,False,0
hdvry,2019-11-05 23:01:17,"So, 11K publicly funded scientists 400 from right here in Canada have penned an open letter declaring that there ",,Nan,False,0
toprusnews,2019-11-05 23:01:18," DrCaveatLector tomiahonen Former vice rector of Jewish University, close to the Kremlin economist, Vladislav Gink ",nan,Nan,False,0
Mad4MadHatters,2019-11-05 23:01:18,Shop for discounted brand name perfumes at up to 80 off department store prices perfumes colognes luxury ,Western Canada,Nan,False,0
johnjamesford,2019-11-05 23:01:18,Enough with the Quebec politics or paranoia the rest of Canada is saturated. There are only so many farts we c ,Immaterial,Nan,False,0
XsotingX,2019-11-05 23:01:18,RT AFPphoto University students wear Guy Fawkes masks before their graduation ceremony at the Hong Kong Polytechnic University in Hong Ko,nan,Nan,False,0
AllGoodDays2,2019-11-05 23:01:19,"RT nspector4 With Canada seriously fractured, we're still getting this kind of boilerplate crap from Trudeau's PMO cdnpoli ",nan,Nan,False,0
ahhhbreee_,2019-11-05 23:01:19,RT SydneyJade Stephen F. Austin University student killed in crash after driver runs red light at 80 mph PLEA,MINDING MY BUSINESS,Nan,False,0
PTRILLA,2019-11-05 23:01:19,I remember when I was in elementary school I once physically assaulted Ciara the R amp B singer then rose made me wash ,"BAY AREA,CA RICHMOND DUBAI LOL,Cairo UniverseEgypt,U.A.E",Nan,False,0
koborlab,2019-11-05 23:01:19,So very proud of our former trainee and current collaborator Dr. Lisa McEwen BCCHresearch HealthyStarts ,"Vancouver, B.C.",Nan,False,0
DennisTFP,2019-11-05 23:01:19,"LAK start eastern Canada road swing in 90 min in the 6ix. Here's an alternative pre game show, Episode 11 of ","Los Angeles, CA",Los Angeles,False,0
ColtenPowell,2019-11-05 23:01:19,"RT NetflixFilm Were celebrating the release of THE KING and turning over the rei g ns to herberthistory, doctoral candidate in history",10 minutes from anywhere,Nan,False,0
PatrickMcEvoy1,2019-11-05 23:01:19,RT WBrettWilson Canada needs to get its shit together and toss the eco alarmists devoid of facts hypocrites to the core right the f,"Peterborough, Ontario",Nan,False,0
zaraahmed_xx,2019-11-05 23:01:20,RT zainm University tuition fees scrapped Free bus for under 25s Inject it straight into my veins ,nan,Nan,False,0
DavidKaren3781,2019-11-05 23:01:20, tbt instagood instamood follow4like followers f4f followforfollowbak likeforlikes likesforlikesback ,nan,Nan,False,0
MartaMartynY,2019-11-05 23:01:20,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",LHospitalet de Llobregat,Nan,False,0
LikesLurking,2019-11-05 23:01:20, NoMoreCentrists ZachandMattShow LolaMotz OGinsley HellionHellfire France public pays ,nan,Nan,False,0
lord_curzon,2019-11-05 23:01:21,"RT ImmigrationRef3 You came to the U.S. a decade ago. You filled in a job during a huge depression, when skilled Americans lost their hom",nan,Nan,False,0
patriot_north,2019-11-05 23:01:22,RT cravecreative And THIS ladies amp gentlemen of Canada is how a Leader protects his country amp its citizens from irreversible harm. ,Canada,Nan,False,0
teachtoreachme,2019-11-05 23:01:22,RT calimorrison WCET19 Standing room only in Microcredential WCETBadging Check out sashatberr article in EVObyDS today on MCs amp the,"Kapolei, HI",Nan,False,0
neil_ndbress,2019-11-05 23:01:22,RT DonBraid An RT from Kenneys issues manager Id say weve got a live issue here. ,nan,Nan,False,0
elium2,2019-11-05 23:01:22,"Under scrutiny from the ACLU, Lowndes County reinstated a precinct covering the core of Valdosta State University. ","Providence, RI",Nan,False,0
London_SEIChemE,2019-11-05 23:01:23,RT engineeringgov Know anyone interested in a career in engineering DidYouKnow there are three different routes to get in Techn,"London, UK",Nan,False,0
RomeAwde,2019-11-05 23:01:23,RT jkenney Former Liberal Premier Frank McKenna gets it. The land locking of Canadian energy has created a huge transfer of wealth from,"Edmonton, Alberta",Nan,False,0
davidth27763166,2019-11-05 23:01:23,RT davidth27763166 CANADA pics and videos of canada and storys mental health art by david thompson wasted tax payers money 4 bicycle rid,"Richmond Hill, Ontario",Nan,False,0
Finafms,2019-11-05 23:01:24,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",nan,Nan,False,0
TheGrandOldGame,2019-11-05 23:01:24,RT MarklundJoe Good luck to Baseball Canada as the road to Olympic starts today ,Soon to be elsewhere,Nan,False,0
UCHD,2019-11-05 23:01:23,"This Thursday, Nov. 7 at 4PM, our WIC department is hosting a FREE Infant Massage class Come learn how to soothe y ","Provo, Utah",Nan,False,0
IsRettiwt,2019-11-05 23:01:24, cbc CBCNews CBCPolitics CBCScott CBCAlerts CBCCalgary CTVCalgary CTV PowerPlay Is Frank McKenna too Bright ,Trudeau's Toilet,Nan,False,0
FrankelChris,2019-11-05 23:01:24,"RT AaronWherry This is very, very good. theturner's writing is a real gift to the climate policy discussion in Canada. ","Montral, Qubec",Nan,False,0
paoloigna1,2019-11-05 23:01:24,Tutto in un minuto I saw this on the BBC and thought you should see it Trump envoy transcript explained in 60 sec ,nan,Cagliari,False,0
elysium_9,2019-11-05 23:01:25,RT ArielElyseGold Israeli logic we steal their water and then generously help them fight their water shortages. ,nan,Nan,False,0
Sailor_Moon_CA,2019-11-05 23:01:25, ramen salmon No such name is associated with SailorMoon. Not here in Canada.,"Vancouver Island, B.C.",Nan,False,0
penguvn,2019-11-05 23:01:26,"RT mister CMS Happy Voting Day in the U.S., everyone Shout out to kristnkringle for the Canada hat ",brazil,Nan,False,0
OLCToday,2019-11-05 23:01:26,"In honor of OLCAccelerate's 25th anniversary, Ray Schroeder of the University of Illinois looks back at a little O ","Boston, MA",Nan,False,0
SwordsterShade,2019-11-05 23:01:26,RT SmolRillix I really hope I manage to get into University of Alberta...,Crazy town,Nan,False,0
AlanCane604,2019-11-05 23:01:26,"Maybe Canada needs an honest discussion about what ""racism"" really is. Because right now, the word is overused to s ",nan,Nan,False,0
BIS0NBIS0NBIS0N,2019-11-05 23:01:26,RT JohnFalconi2 Did you know nhhager BethanyWV Hoops was a defensive specialist as a college player where he ranks third on his alma ma,BIS0NBIS0NBIS0N,Nan,False,0
MaryLynnMetras,2019-11-05 23:01:27,RT MDOT BWB BlueWaterBridge as of 6PM wait times heading WB into the U.S. is less than 15 min. for cars and 30 45 min. for commercial ve,Ontario,Nan,False,0
HuervaSerra,2019-11-05 23:01:27,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,nan,Nan,False,0
imoon020,2019-11-05 23:01:27,RT spectatorindex Best countries to travel alone 1. Spain 2. Italy 3. NZ 5. Australia 7. Brazil 8. Ireland 12. Canada 13. Mexico 17. Fr,"Barcelona, Tabarnia",Nan,False,0
ryuminating,2019-11-05 23:01:28,RT eleanorbate i have never understood assigning a writer a topic they know nothing about because you think your audience can learn along,nan,Nan,False,0
LadyLeylah,2019-11-05 23:01:28, Abu Khabbaab I dislike QM and UCL City University gt gt gt gt both of them.,nan,Nan,False,0
iharding51,2019-11-05 23:01:29,RT 2013Boodicca In the 1930s my poor London grandparents had very little. In the 1950s my parents had a little more. In the 1970s my gene,"West Meon, England",Nan,False,0
jaumecz,2019-11-05 23:01:29,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,Terrassa,Nan,False,0
MonmouthPPitts,2019-11-05 23:01:29,Popular topic HOLISTIC PSYCHOLOGY AND WELLNESS AT LESLEY UNIVERSITY MA ,West Suburban Chicago Aurora ,Nan,False,0
GilbreathDustin,2019-11-05 23:01:29,RT LeavingAcademy We asked each Russell Group university how many PhD students they had recruited in Arts and Humanities between 2015 201,Tbilisi,Nan,False,0
iamtarv_,2019-11-05 23:01:30,RT shasheenk quite large facts here ,nan,Nan,False,0
jaycee1111716,2019-11-05 23:01:30,RT immigrationcom WordswithSteph Trump is a pious man. All his ladies on the side are holy. He grabs ladies reverently. He lies amp hides,"Illinois, USA",Nan,False,0
jacquie_1959,2019-11-05 23:01:30, HaveWeAllGoneM1 Many groups in the US does so much for their Veterans it's about time Canada does,nan,Nan,False,0
happycatcat1,2019-11-05 23:01:30,RT AFPphoto University students wear Guy Fawkes masks before their graduation ceremony at the Hong Kong Polytechnic University in Hong Ko,nan,Nan,False,0
Krodies,2019-11-05 23:01:30,RT FPVaughanIII This is sick. Headline should be Judge Protects Those Who Groom Kids For Sex. Is grooming minors for sex something C,"Local Group, Milkyway",Nan,False,0
alexiaducharmee,2019-11-05 23:01:31,RT randybandy12 Anyone else remember being kinda late for school or on the way to the bathroom and O Canada plays so you have to awkwardl,nan,Nan,False,0
BuzzEdition,2019-11-05 23:01:31,RT Ah Science Spencer MOOD iamAtheistGirl Try again Atheists are nicer to Christians compared to the other way around if their religi,North Carolina,Nan,False,0
TJiteneva,2019-11-05 23:01:32,RT phumzileunwomen Baroness Valerie Amos appointed the first ever black College Head at Oxford University Black History Month 2019 http,nan,Nan,False,0
SoniaSwallow,2019-11-05 23:01:32,RT AndrewScheer I'd like to thank every veteran and Armed Forces member across Canada as we kick off Veterans' Week. Thank you for your s,"Richmond Hill, Ontario",Nan,False,0
malikiabey,2019-11-05 23:01:33,RT grnllamas Not for long ,704,Nan,False,0
3drollingstone,2019-11-05 23:01:33,"RT BolanleCole PMB approves Air Force University in Bauchi after Defence Academy in Kaduna, War College in Abuja amp Army University in Bor",Port Harcourt,Nan,False,0
dapapabear420,2019-11-05 23:01:33, failurepunk don furious I agree I would like them gone from this side of the world completly. We don't need em to ,Nowhere,Nan,False,0
awaitinggaia,2019-11-05 23:01:34,"RT EternalEnglish These commies never tire of demanding more money, more money, more money University staff will go on strike for eigh",anglia,Nan,False,0
princealbertnow,2019-11-05 23:01:34,Canada rallies with two more wins and Pan Americans ,"Prince Albert, Saskatchewan",Nan,False,0
Anti_BS_01,2019-11-05 23:01:34,God el deal with em....,here,Nan,False,0
ssolyom,2019-11-05 23:01:34,"RT StephenPunwasi Ontario's public education ranks 2nd in Canada. Ford and Lecce want to change that, by including online classes mode",Hallerbos,Nan,False,0
cristynavarro_,2019-11-05 23:01:35,RT gottalovetrey MY FAM IS MISSING FROM THE ATLANTA AREA. SHES A STUDENT A CLARK ATLANTA UNIVERSITY RETWEET AND SHARE PLEASE ,"Miami, FL",Nan,False,0
DawnRoseTurner,2019-11-05 23:01:35,RT mosquitoFLT Happening now stoptmx activists have stopped a shipment of tarsands pipe to canada by shutting down the port of vancouv,"Comox Valley, BC",Nan,False,0
PandzaVasja,2019-11-05 23:01:34,"Great day for my family and I. Thank you yassinetalhaoui , HotchkissHoops , PSACardinals amp Coach Munch for belie ",nan,Connecticut,False,0
ubano,2019-11-05 23:01:35,"RT CopernicusEU Last month's temperatures were 0.69C above average, making October 2019 the hottest on record. As can be seen in th",Earth,Nan,False,0
PhyllisD78,2019-11-05 23:01:35,RT carmindabrendel Nicole Kidmans Father Silenced by Ninth Circle Satanic Cult Privately owned forest groves were believed used in the,"Oklahoma, USA",Nan,False,0
RevisitingLife,2019-11-05 23:01:35,RT AndrewScheer Former Liberal Premier Frank McKenna absolutely nails it. Justin Trudeaus attacks on the energy sector have driven jo,nan,Nan,False,0
Bioben78,2019-11-05 23:01:36,RT Natalia01Mateo Canada will now be a combination of the German success in renewables plus the immigration success of Sweden. Gweden G,"Saskatoon, Saskatchewan",Nan,False,0
CornerView1,2019-11-05 23:01:36,"RT NikaDragomira If we had to rank the stupidmost premiers we've ever had, across Canada, surely Ford would top the charts. ","Toronto, Ontario",Nan,False,0
AGRichard1,2019-11-05 23:01:36,RT AndrewScheer I'd like to thank every veteran and Armed Forces member across Canada as we kick off Veterans' Week. Thank you for your s,nan,Nan,False,0
communist_reb,2019-11-05 23:01:37,RT Ross Greer It's been exciting to see CanadianGreens win election to provincial parliaments across Canada amp last month achieve their f,nan,Nan,False,0
tylercpuckett,2019-11-05 23:01:37,"RT LeeClarion In an email this afternoon to the student body, Dr. Paul Conn announced he will be stepping down as President of Lee Univer",nan,Nan,False,0
awhite42525277,2019-11-05 23:01:38,RT Filomen03258997 evoespueblo CancilleriaVE By telesurenglish Bolivian President evoespueblo is working normally after a minor aircr,nan,Nan,False,0
elainenoble01,2019-11-05 23:01:38," BBC HaveYourSay My daughter Jade Rice was in care, Halifax Social Services. Jade was in a home in Bradley Hud. Ja ","Halifax, England",Nan,False,0
EJWalters1,2019-11-05 23:01:38,"RT HaveWeAllGoneM1 The fact is that Canada must move beyond words on Remembrance Day, and start actually giving our veterans the help the",nan,Nan,False,0
MillieCordelia,2019-11-05 23:01:38,"RT LongLiveGotham Just a reminder for everyone in the US, make sure to vote every chance you get Every election is important, voting is",nan,Nan,False,0
TopClassActions,2019-11-05 23:01:39,A Canadian class action lawsuit has been filed taking issue with British Columbias housing speculation and vacancy ,"Phoenix, AZ",Nan,False,0
burnsdjb,2019-11-05 23:01:40,As a child I attended a range of local youth clubs. Aged 16 I started as a youth worker. College university the ,nan,Nan,False,0
Anthonyadame11,2019-11-05 23:01:40,"RT TeamPulte We love cryptocurrency, because blockchain in philanthropy is the future, but we are going to expose Crypto Scams out there.",San Diego California,Nan,False,0
SenpaiRoshe,2019-11-05 23:01:41,Stfu.,United States,Nan,False,0
ma96____,2019-11-05 23:01:41,RT zainm University tuition fees scrapped Free bus for under 25s Inject it straight into my veins , 9,Nan,False,0
AbdulHerphyz,2019-11-05 23:01:41,RT kolatubosun A better argument is that Nigerian English IS a foreign language and should qualify. That's why TOEFL is called Test of En,Nigeria ,Nan,False,0
shekissesfrogs,2019-11-05 23:01:41,RT edroso You fuckers are killing the planet. ,"Alameda, CA",Nan,False,0
Gstrevay,2019-11-05 23:01:41,"Thank you Todd Poitras, Liz Theriault, and ERAUAZWSoccer for a great official visit I'm excited to announce, I ha ",nan,Nan,False,0
nappy_reddd,2019-11-05 23:01:42,RT ASAN DON Sooo why yall jus be recordin n not cussin these folks out ,"Baton Rouge, LA",Nan,False,0
gabrielahq2,2019-11-05 23:01:42,"RT haydenrhurst Not only is he a great coach, he is a better man. Im a product of coach. He brought out the best in me on the field, hel","Five Forks, SC",Nan,False,0
51_summer,2019-11-05 23:01:42,RT ArrogantUrban My top 4 1 THE 2 OHIO 3 STATE 4 UNIVERSITY,nan,Nan,False,0
YCPVolleyball,2019-11-05 23:01:43,Its warm up time in the Barn. First serve in one hour LETSGOOOOOO YCPVB Southern Virginia University ,nan,Nan,False,0
toprusnews,2019-11-05 23:01:43," DMG3465 PalmerReport Former vice rector of Jewish University, close to the Kremlin economist, Vladislav Ginko ak ",nan,Nan,False,0
yagirlsavvy,2019-11-05 23:01:44,RT jaw cee Anyone else a first gen college student thats being guilted into staying close to home instead of going to a better universit,nan,Nan,False,0
matteaparker_,2019-11-05 23:01:44,RT ABC Police are asking for help locating a 21 year old Clark Atlanta University student who vanished last week. ,"dyt, oh skegee, al. ",Nan,False,0
NorthVanRT,2019-11-05 23:01:45,RT Mad4MadHatters Shop for discounted brand name perfumes at up to 80 off department store prices perfumes colognes luxury scent,nan,Nan,False,0
findlay_julie,2019-11-05 23:01:45,"RT shailjapatel Constitutional monarchy when a non elected monarch functions as the head of state within the limits of a constitution, b",nan,Nan,False,0
SimplyAYT_,2019-11-05 23:01:45, damnkwaku Me rolling up to that university with all of the early millennium spice. The founding fathers will not b ,nan,Nan,False,0
bkruhlak,2019-11-05 23:01:46,RT ThomasBeyer If Renewables Are So Cheap Why Is Germany's Electricity So Expensive TRIPLE to Canada and US per kWh ,Central Alberta,Nan,False,0
Glombardi85,2019-11-05 23:01:46,"RT StephenPunwasi Ontario's public education ranks 2nd in Canada. Ford and Lecce want to change that, by including online classes mode",nan,Nan,False,0
cswalker142,2019-11-05 23:01:46,RT JamesMelville Scientists at Manchester University have invented a graphene sieve that turns salt water into drinking water. This cou,nan,Nan,False,0
MaxFineDay,2019-11-05 23:01:46,"RT christineeboyle I support this project. But also it doesnt matter if I support it or not, because it is a decision for SquamishNatio",Toronto Saskatoon,Nan,False,0
vandergraafly,2019-11-05 23:01:46,RT ShirtlessHorde With the world's longest coastline Canada should lead the world in offshore windpower Offshore wind is now cheaper th,"Toronto, Canada",Nan,False,0
Patriceeee_,2019-11-05 23:01:47,Weird fact ... I love ginger ale Canada Dry to be exact,"Phoenix, AZ",Nan,False,0
karmaal2010,2019-11-05 23:01:48," YvonneBurton More than 11,000 scientists flip burgers to pay the bills, and take one class so they can keep their ","Fairfax, VA USA",Nan,False,0
DawnRoseTurner,2019-11-05 23:01:48,RT MaryJLovell WOW yessss Incredibly beautiful action shutting down the shipment of pipes Check this greenpeaceusa GreenpeaceCA Co,"Comox Valley, BC",Nan,False,0
krit_vachali,2019-11-05 23:01:48,RT LeavingAcademy We asked each Russell Group university how many PhD students they had recruited in Arts and Humanities between 2015 201,nan,Nan,False,0
farsouthhistory,2019-11-05 23:01:49,"RT NetflixFilm Were celebrating the release of THE KING and turning over the rei g ns to herberthistory, doctoral candidate in history",nan,Nan,False,0
RoldanPG,2019-11-05 23:01:49,RT SecPompeo In August RealDonaldTrump signed an Executive Order blocking property amp interests in property of the illegitimate Maduro re,nan,Nan,False,0
rf_johns,2019-11-05 23:01:50,"Eli Pasquale, Olympian and Canadian Basketball Hall of Famer, dies at 59 ","Kitchener, Ontario",Nan,False,0
JC4PM_UK,2019-11-05 23:01:50," 1WilsonM jeremycorbyn When YOU Say ""We"".. are u talking on my behalf Also... Finland... which doesnt charge tu ","London, United Kingdom",Nan,False,0
HallidayInc,2019-11-05 23:01:50,"These are the states, universities and countries have trained people to take action on SDGs. From Lagos to Ogun, Os ","Lagos, Nigeria.",Nan,False,0
samm_73199,2019-11-05 23:01:50,RT chad novak4 . CMUniversity why are we allowing animal cruelty exploitation to happen on our campus We should be advocates in ending,"Marquette, MI",Nan,False,0
FrackHazReveal,2019-11-05 23:01:50,"RT leanahosea Enbridge's Line 3 will carry 760,000 barrels per day of tar sands oil from Canada, across the American border to a refinery","New England, USA",Nan,False,0
ConnDiandra,2019-11-05 23:01:50,"RT TeamPulte We love cryptocurrency, because blockchain in philanthropy is the future, but we are going to expose Crypto Scams out there.",nan,Nan,False,0
trirx69,2019-11-05 23:01:51,"RT SuzakiTheAmazon I want a gov that respects indiv rights common good, is fiscally responsible leaves me alone outside of core servic",nan,Nan,False,0
Melissa_Leo7,2019-11-05 23:01:51,"RT SBSNews This ex Manus detainee has been resettled in Canada after locals personally sponsored him. Now, these Australian expats want t","Perth, Australia",Nan,False,0
HallidayInc,2019-11-05 23:01:51,"Olabisi Onabanjo University, Edo State University, University of Benin, Kwara State University Ghana and Rwanda. I ","Lagos, Nigeria.",Nan,False,0
Sarah_M_Wojcik,2019-11-05 23:01:51,RT NateSilver538 There are six A rated pollsters Monmouth University Selzer amp Co. ABC News Washington Post Marist Colle,nan,Nan,False,0
Ancientbob,2019-11-05 23:01:51,"RT Monaheart1229 Well, whaddya know Ohio lawmaker is seeking to compel GOP Rep. Jim Jordan to testify under oath about whether he was aw","Florida, USA",Nan,False,0
vermontbetsy,2019-11-05 23:01:51,"RT NoahBookbinder A well deserved honor for waltshaub, longtime distinguished government ethics attorney and courageous head of the Offi",nan,Nan,False,0
jmhamiltonblog,2019-11-05 23:01:52,RT BloombergCA The leader of Canadas Greens resigns two weeks after an election that gave the party its best result ever ,blogosphere ,Nan,False,0
dkurdyla,2019-11-05 23:01:52,"Only Quebecers legally entitled to go to English school have right to be served in English, premier says ",Toronto,Nan,False,0
Tjbutlerr,2019-11-05 23:01:52,Extremely Blessed to receive my 2nd offer from University Of Michigan GoBlue CoachMessay CoachJim4UM ,GYM,Nan,False,0
hbasham,2019-11-05 23:01:52,RT MyABJ This arena is in the works at the University of Texas but more sports facilities are on the horizon. ,Texas,Nan,False,0
Xavi736,2019-11-05 23:01:53,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,nan,Nan,False,0
yolangeuls24,2019-11-05 23:01:53,"RT SharyAlcantara Installed Central 911 for Emergency Medical Services Unit, Urban Search and Rescue Unit, Fire Auxiliary Service Unit,",nan,Nan,False,0
HuddledMasses1,2019-11-05 23:01:53, peopleinthecha3 AngryVegan10 rneedham8888 IlhanMN University of what I can guarantee you are not college educated,Minnesota,Nan,False,0
aaangellllaaaa,2019-11-05 23:01:53,"one of my producers suggested I date someone in Canada which is 3 hours away so I can have the excuse of saying, ","Seattle, WA",Nan,False,0
hayitshaayy,2019-11-05 23:01:53,"RT NSFreePress Gender identity, fashion, tumultuous relationships and immigration were all themes of films presented at a New School even","New York, NY",Nan,False,0
patriot_north,2019-11-05 23:01:53,RT cravecreative Canadian Corruption at the highest level... and we haven't even scratched the surface of what the RCMP has covered up.,Canada,Nan,False,0
Vivacia3,2019-11-05 23:01:54,"RT NickiMickeyB You see this STARSHIPent You made this news in Canada, even before the guys even made a tour stop here I will continue",nan,Nan,False,0
realDailyWire,2019-11-05 23:01:54, MattWalshBlog is speaking at California State University Los Angeles NOW WATCH HERE gt ,"California, USA",Nan,False,0
jph229,2019-11-05 23:01:54,RT benhabib6 Ive just been reading the dispute resolution provisions in the EU Canada trade deal. The ECJ has NO role in that trade agre,United Kingdom,Nan,False,0
ReiverHall,2019-11-05 23:01:55,"RT CAFinUS String out the days, months, years. Across Vimy, Normandy, the Kapyong Valley, Kandahar. String out the hours of the boy from",Ottawa,Nan,False,0
sppeac1987,2019-11-05 23:01:55,Shenhua. The mirrors. The true circumstances behind Zhao Sunming's death. Do these things mean nothing to so called ,Colchester,Nan,False,0
LudoWarman,2019-11-05 23:01:55,"RT RobbynLewis46th Yes Vancouver BC 50 of all trips are non car. Baltimore City same population size, similar geographic footprint, w","Baltimore, MD",Nan,False,0
afpujals,2019-11-05 23:01:55,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,Barcelona,Nan,False,0
Thugga08871788,2019-11-05 23:01:55, ogrita I know so many people who are in university and their parents work their ass off to pay for their tuition ,nan,Nan,False,0
TillyonUp,2019-11-05 23:01:55,Children in schools and daycares across Canada are exposed to unsafe water National ,"Toronto, Canada",Nan,False,0
Gypsygirl761,2019-11-05 23:01:56,Sounds like Canada ,nan,Nan,False,0
monica_hudaszek,2019-11-05 23:01:56,RT jaw cee Anyone else a first gen college student thats being guilted into staying close to home instead of going to a better universit,nan,Nan,False,0
Legion976,2019-11-05 23:01:57,RT AltHistoryHub What if we all raid Canada and steal their syrup.,Roman Republic,Nan,False,0
JanePowers1,2019-11-05 23:01:57,RT deesbarbara About time ,United States,Nan,False,0
Jarhead3534,2019-11-05 23:01:57,RT EricCressey Respect ,RIP Moose 10 7 2017 ,Nan,False,0
ryck_nancy,2019-11-05 23:01:57,RT WBrettWilson Thoughts on why we are the only country on the globe aka earth that has crippled its energy industry EmmMacfarlane a,nan,Nan,False,0
DWD20498333,2019-11-05 23:01:57,RT SecPompeo In August RealDonaldTrump signed an Executive Order blocking property amp interests in property of the illegitimate Maduro re,Everytown USA,Nan,False,0
LockeWasWrong,2019-11-05 23:01:57," BarnasJoe jordanlperkins One o the best pieces of advice I got was from my favorite professor. He told me, during ",nan,Nan,False,0
duncanarthurs,2019-11-05 23:01:58,RT SpencerFernando The sickening thing about Canada's collapsing unity is that this country is so easy to keep together. Let the West mas,Owen Sound,Nan,False,0
bradchilcott,2019-11-05 23:01:58,"RT GiustraFdn Since the late 1970s, private sponsors have welcomed more than 327,000 refugees to Canada. Read CBCNews' article ""103 peop","Adelaide, Australia",Nan,False,0
gaystriz,2019-11-05 23:01:58,RT cravecreative And THIS ladies amp gentlemen of Canada is how a Leader protects his country amp its citizens from irreversible harm. ,nan,Nan,False,0
evanthevoice,2019-11-05 23:01:58,"Today in ""these jokes write themselves""","Greenbelt, MD",Nan,False,0
jennifer_0780,2019-11-05 23:01:58,RT EYEDROPMEDIA International news finally picking up the story... BBC News Jeffrey Epstein ABC stopped report 'amid Palace threats' h,nan,Nan,False,0
Likingthemusic,2019-11-05 23:01:59,RT gottalovetrey MY FAM IS MISSING FROM THE ATLANTA AREA. SHES A STUDENT A CLARK ATLANTA UNIVERSITY RETWEET AND SHARE PLEASE ,nan,Nan,False,0
OverlordNep,2019-11-05 23:01:59, EmpanadaPeddler LNorbrg EnigmaticFeeI gaelzote I mean what is Canada going to do Bring out the war moose ,The Roman Empire,Nan,False,0
TGIFDerrick,2019-11-05 23:01:59,RT UArkansas Have you seen the new street signs for the university The Razorback street sign was an idea submitted by students and made,"Little Rock, AR",Nan,False,0
midwestmama88,2019-11-05 23:01:59,RT SpencerFernando EpsteinCoverup Is Trending In Canada Following Stunning Project Veritas Report. ,nan,Nan,False,0
drfchan,2019-11-05 23:02:00,"RT LeavingAcademy University of Manchester 1,234 doctoral candidates began a PhD in the Faculty of Humanities between January 2015 and D",Sunny Manchester,Nan,False,0
mefloret,2019-11-05 23:02:00,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,"Vic, Catalunya",Nan,False,0
theMRC,2019-11-05 23:02:00,A study by researchers at Yale University and Ohio State University found that the levels of carbon released due to ,DC Metro Area,Nan,False,0
BeamSplashX,2019-11-05 23:02:00, spacetwinks dialacina as diverse as tracer's girlfriend who lives in lore canada,"Chicago, IL",Nan,False,0
Ali_Alturki,2019-11-05 23:02:01,RT VanHeathen A proud moment Natbynature Calgary's Natalie Neidhart 'overwhelmed with emotion' as she makes wrestling history in Saudi,nan,Nan,False,0
Paptherockies,2019-11-05 23:02:01,"RT StevieJ ROC Ahead of Syracuse's game with the defending national champs, here are five storylines for the season ","Las Vegas, NV",Nan,False,0
EverettBroady1,2019-11-05 23:02:02,New photos released.If you have seen her notify authorities. Family pleads for Clark Atlanta students safe return ,"Stone Mountain, Georgia",Nan,False,0
