Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
lucky13mark,2019-11-05 18:31:32,RT jacobinmag The upcoming UCU strike will bring the privatization and neoliberalization of education back to the heart of discussions in,nan,Nan,False,6
leanneprevel,2019-11-05 18:31:22,RT Athrofa Great to see school and university colleagues from APLPteach presenting our innovative partnership approach to teacher educat,"Pembroke, Wales",Nan,False,3
BUVisualArts,2019-11-05 18:31:19,"RT artandeducation Boston University College of Fine Arts School of Visual Arts invites applications to its MFA Painting, Sculpture, Grap",Boston University,Nan,False,2
CanEmbBFA,2019-11-05 18:31:09,I am continuing my visits to Canadas most important development partners in BurkinaFaso PlanCanada PlanGlobal ,"Ouagadougou, Burkina Faso",Nan,False,0
furaira_ahmad,2019-11-05 18:30:53,"RT Zuby215 Fully funded Scholarships at the Dept of Geography, University of Bonn, Germany. MSc in Geography of Environmental Risks amp Hu","Stavropol, Russia",Nan,False,44
Ebikae,2019-11-05 18:30:44,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re,Nigeria,Nan,False,15579
UCUScotland,2019-11-05 18:30:26,RT BBCScotlandNews University workers vote for eight day strike ,Scotland,Nan,False,6
TreatyOfficeSK,2019-11-05 18:30:20,"Laurentian Universitys path to reconciliation is trilingual The university in Sudbury, Ont., now has three langua ","Saskatoon, Saskatchewan",Nan,False,5
grandnan224,2019-11-05 18:30:17,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,nan,Nan,False,39
dealsoftakis,2019-11-05 18:30:09,"Free Education University How to find scholarships and grants specifically tailored to your personality type, hob ",United States,Nan,False,0
jacobinmag,2019-11-05 18:30:00,The upcoming UCU strike will bring the privatization and neoliberalization of education back to the heart of discus ,New York City,Nan,False,6
openDemocracy,2019-11-05 18:30:00,"At university, soniasodha was a vocal campaigner for free higher education. But she has since changed her mind ab ",London,Nan,False,4
JosephT55446206,2019-11-05 18:29:52,RT MOS MEA India is fast emerging as a preferred destination for higher education for foreign students Wish the 600 plus foreign student,nan,Nan,False,31
GubernatorHomo,2019-11-05 18:29:12,36 3 excellent support from Cambridge University Student Union. Thank you. This is more than just being about HE st ,nan,Nan,False,0
schoonoveryeg,2019-11-05 18:28:57,Exciting times NorQuest. Thank you to all of our partners from across Canada for coming together to drive innovati ,"Edmonton, Alberta",Nan,False,0
gill_joe,2019-11-05 18:28:53,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Brighton,Nan,False,39
naranarayanraj1,2019-11-05 18:28:44,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,"guwahati, Assam, India ",Nan,False,16
MSmithOrganiser,2019-11-05 18:28:31,RT Independent Strikes at 60 universities to hit more than a million students ,London,Nan,False,40
EnvirDebbie,2019-11-05 18:28:29,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Auckland, New Zealand",Nan,False,146
WeeBrian86,2019-11-05 18:28:16,RT JoFrhwld I don't want to strike. I wish the people who run this sector had respect for the people who make the sector work. But they d,nan,Nan,False,18
creag123,2019-11-05 18:28:04,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,UK,Nan,False,103
dasgupta_sauro,2019-11-05 18:27:52,RT MOS MEA India is fast emerging as a preferred destination for higher education for foreign students Wish the 600 plus foreign student,"Kolkata, India",Nan,False,31
svencjohn_steve,2019-11-05 18:27:27,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,Pembrokeshire,Nan,False,146
SurrealZak,2019-11-05 18:27:10,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Inside The Dark Matter,Nan,False,669
malviyarahul3,2019-11-05 18:27:09,"RT pttleopardcats More FACT in 2018, 1381 of PERM Green Card applicants obtained degrees from this BLACKLISTED UNIVERSITY. Guess they",nan,Nan,False,28
5PctCarbs,2019-11-05 18:27:07,RT wearenorth99 Step 1 Underfund education to the brink of disaster. Step 2 Use the disaster to justify privatization Step 3 Rep,Peterborough ON,Nan,False,42
AMServicesGp,2019-11-05 18:27:00,Supporting an award winning service. This long standing partnership has been built on good communications and relat ,"North West, UK",Nan,False,0
hugocubillo,2019-11-05 18:26:49,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Quito, Ecuador, Suramrica",Nan,False,669
JavierEnriquezo,2019-11-05 18:26:25,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Colombia,Nan,False,669
nasher747ghamdi,2019-11-05 18:26:03,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5., ,Nan,False,669
azariuuhhh,2019-11-05 18:25:47,"RT JanayAMcIntosh Any student out there at Salisbury University that wants to get an education and be celebrated for being black, and don","Laurel, MD",Nan,False,75
AuburnOID,2019-11-05 18:25:44,"Auburn University is continuing its commitment to encouraging conversations around intellectual diversity, inclusio ","Auburn, Alabama",Nan,False,0
PaimeiGuy,2019-11-05 18:25:37,RT AuntieAliceCY 'Alarming' Chinese meddling at UK universities exposed in report. Australia amp Canada have found the same..... ,"Ho Chi Minh, Vietnam",Nan,False,3
iamabduljimoh,2019-11-05 18:25:33,University or Organization UNU EHS Course Level MSc degree Award Fully funded Nationality Developing Countries ,"Lagos, Nigeria",Nan,False,0
Marovaan,2019-11-05 18:25:31,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Bogot ,Nan,False,669
DalhousieLord,2019-11-05 18:25:14,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
patricia_csfp,2019-11-05 18:25:01,"N.L. junior kindergarten plan 'progressing,' says education minister ",nan,Nan,False,0
CannabisTU,2019-11-05 18:24:41,Getting a Higher Education at Cannabis Training University Dank ,"Denver, CO",Nan,False,0
Ranjit_Nayak_,2019-11-05 18:23:32,RT wef Which countries have the most doctoral graduates Education University ,Skopje,Nan,False,0
deeceecda65,2019-11-05 18:23:26,"RT Kate McGartland Want to know more about where a college education can take you Join us tomorrow night for our first webinar, where yo","North York, Ontario",Nan,False,4
MsRonnyB,2019-11-05 18:23:26,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,Queensland Australia,Nan,False,146
Kathir_twitts,2019-11-05 18:23:12,RT theworldindex The top 10 countries for future skills education 1. Finland 2. Switzerland 3. New Zealand 4. Sweden 5. Canada,nan,Nan,False,302
NIPSA_Youth,2019-11-05 18:22:58,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,Northern Ireland,Nan,False,103
caporicci_r,2019-11-05 18:22:37,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,nan,Nan,False,146
PeterRuLa,2019-11-05 18:22:33,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Bad Kreuznach, Rheinland Pfalz",Nan,False,146
RayburnBev,2019-11-05 18:22:24,RT Janetwhoteaches Ask yourself...Why would Canada copy a US system of education has a superior education model with much higher re,World,Nan,False,11
alisonmoore52,2019-11-05 18:22:04,RT earlyyearsHP ECSDNetwork Take your seat at the ECSDN Research Conference. Contemporary Issues in Early Childhood Research Critical P,"West Midlands, England",Nan,False,2
ecrgARU,2019-11-05 18:21:50,RT earlyyearsHP ECSDNetwork Take your seat at the ECSDN Research Conference. Contemporary Issues in Early Childhood Research Critical P,Chelmsford and Cambridge,Nan,False,2
anna__casandra,2019-11-05 18:21:48,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,Berlin,Nan,False,146
ramos4szn,2019-11-05 18:21:47,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Isle of Man,Nan,False,669
rehaanathar,2019-11-05 18:21:39,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,", ",Nan,False,669
NYordanova,2019-11-05 18:21:37,RT wef These countries have the most doctoral graduates Education University ,"London, UK",Nan,False,71
brojim3,2019-11-05 18:21:33,Higher education anyone ,nan,Nan,False,0
rnacarunes,2019-11-05 18:21:22,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,rune they them,Nan,False,143
Nubilasoles,2019-11-05 18:21:05,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,The Milky Way,Nan,False,146
Innov8MD,2019-11-05 18:20:55,Thank you UMBGradSchool for your support of Baltimore amp Beyond UMB is the states public health amp law universit ,"Baltimore, MD",Nan,False,1
Ditchwalk,2019-11-05 18:20:34,"From VanessaMiller12 This seems to make sense, and I like the collaborative rather than competitive approach ",nan,Nan,False,0
ubbermensch,2019-11-05 18:20:29,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Lahore,Nan,False,669
cipherEquality,2019-11-05 18:20:16,"RT heroeenes Sexual Orientation Heterosexual. Languages Spoken English, Bahasa, Tagalog, Japanese. Religious Beliefs Atheist. Occupati",Now,Nan,False,1
Arch2O,2019-11-05 18:20:16,What a school thinks about its library is a measure of what it feels about education. It seems that some academic ,"NY, London",Nan,False,0
EvanMcFatridge,2019-11-05 18:20:15, moneyaftergrad matthewlee7 A guy in Florida told me his brother went to Canada for university as its cheaper. H ,"Halifax, Nova Scotia",East Hants,False,0
socialfirmsscot,2019-11-05 18:20:12,RT Pollyjag great afternoon learning from Dr Judith Harris about education and social enterprise solutions in a justice context in Canada,nan,Nan,False,2
SIFFCapitalMgmt,2019-11-05 18:19:46,"""Throughout the federal campaign, Atwin, who works in Indigenous education, focused on climate change, mental illne ",nan,Nan,False,0
kristenstockdal,2019-11-05 18:19:41,"RT ReimagineHEdu The best of education will convene at Reimagine 2019, with speakers from Apple, Harvard, Amazon Web Services, IBM, Brow","London, England",Nan,False,8
demoneesan,2019-11-05 18:19:28,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,utapri fe hypmic pkmn dankira,Nan,False,143
AndreDeCosta,2019-11-05 18:19:27,"Today kicks off Tenable University day at EdgeLondon2019 Did you know that our education team launched a ""Tena ",earth,Nan,False,0
cipherEquality,2019-11-05 18:19:25,"RT AfricanaCarr Our HUAfricana Education in Black America class just finished a powerful Mbongi on race, gender and global education",Now,Nan,False,30
AprendizdeFina1,2019-11-05 18:19:24,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Medelln, Colombia",Nan,False,669
SeanNewboy,2019-11-05 18:19:24,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,Leon County Florida,Nan,False,146
JWakefield_MS,2019-11-05 18:19:06,"RT TravisHigherEd Had the honor of interviewing IndStatePres Deborah Curtis, PhD for the Higher Ed Athletics podcast. This wide ranging",nan,Nan,False,6
tmj_wak_jobs,2019-11-05 18:19:03,This Education job might be a great fit for you. Click the link in our bio to see it and more. Associate Vice Pres ,"Spokane, WA",Spokane,False,1
ikramahmad_,2019-11-05 18:18:59,"RT Zuby215 Fully funded Scholarships at the Dept of Geography, University of Bonn, Germany. MSc in Geography of Environmental Risks amp Hu",nan,Nan,False,44
lilibet67708356,2019-11-05 18:18:58,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Vancouver, WA",Nan,False,669
weareLIS,2019-11-05 18:18:56,"RT ReimagineHEdu The best of education will convene at Reimagine 2019, with speakers from Apple, Harvard, Amazon Web Services, IBM, Brow","London, England",Nan,False,8
rubstar999,2019-11-05 18:18:46,RT evmcelhinney Great opportunity to join the our GCUParamedicBSc and MSc Paramedic Practice team paramedics P,Prestonpans ,Nan,False,11
Resilience1o5C,2019-11-05 18:18:44,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech, ClimateBreakdown,Nan,False,146
aaupUNL,2019-11-05 18:18:41,RT AAUP An unfortunate trend that contrasts with our recommendation that a college or university prez should be equally qualified to serv,nan,Nan,False,6
vossen_adam,2019-11-05 18:18:39,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,nan,Nan,False,39
1o5CleanEnergy,2019-11-05 18:18:36,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech, ClimateBreakdown,Nan,False,146
shipwithmii,2019-11-05 18:18:32,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,Deutschland,Nan,False,143
PatriciaMcManu4,2019-11-05 18:18:25,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,nan,Nan,False,103
ClimateLitigate,2019-11-05 18:18:14,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech, ClimateBreakdown,Nan,False,146
1o5Climate,2019-11-05 18:18:09,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech, 1o5C ClimateBreakdown,Nan,False,146
Waithiraaaaaa,2019-11-05 18:18:05,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re,"Nairobi, Kenya",Nan,False,15579
SEABristol,2019-11-05 18:18:03,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,nan,Nan,False,103
EcUtrecht,2019-11-05 18:17:49,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Utrecht, The Netherlands",Nan,False,146
JuanchoSanchezN,2019-11-05 18:17:15,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Bogot,Nan,False,669
jvnaidoo,2019-11-05 18:16:49,RT SimonPGrindrod I reject this nasty habit of shaming people for their education level. Pieces of paper do not define an individual. Som,"Durban, South Africa",Nan,False,678
GarciaLylli,2019-11-05 18:16:05,"RT TX Challengers Congratulations Alyssa ""Kitty"" Rojas on your commitment to continue your education and softball career at Our Lady of t",nan,Nan,False,6
FMScotslass,2019-11-05 18:15:31,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,nan,Nan,False,336
SothanJohana,2019-11-05 18:15:05,"Free Education University gt gt How to get grants for trade or vocational school, community colleges, or a university ","Secaucus, NJ",Nan,False,0
LeeAnneGordon,2019-11-05 18:14:53,"Children from such homes who ended up attaining just a high school level education ""become as literate, numerate an ",nan,Nan,False,0
ntvuganda,2019-11-05 18:14:26,The Ministry of Education and Sports has defended Makerere University's contentious accumulative tuition increment ,"Kampala, Uganda",Nan,False,1
tmj_bos_edu,2019-11-05 18:14:23,Looking to score a job at Brown University You're in luck. Click the link in our bio for the job description and i ,"Boston, MA",Providence,False,0
macvelvet,2019-11-05 18:14:17,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,"London, England",Nan,False,336
BingAbroad,2019-11-05 18:14:10,Binghamton University education abroad students were featured in a recent university blog post ,"Binghamton, New York",Nan,False,0
rishabh_agg23,2019-11-05 18:13:34,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Hapur, India",Nan,False,669
ayudaracrecer,2019-11-05 18:13:32,RT WUBusiness Hear unique stories from two internationalstudents at CentennialEDU and mcgillu on how our Scholars Program in Canada h,"PR, USA",Nan,False,2
paulamjennings,2019-11-05 18:13:27, BristolUni UniversitiesCollegesUnion will my daughter be reembursed in her university fees Do let me know . ,nan,Nan,False,0
reacctionary,2019-11-05 18:12:48,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,nan,Nan,False,336
kategrif,2019-11-05 18:12:34, itd be nice to see jacobinmag get a perspective from folks in NYC with this idea..,Flatbush ,Nan,False,0
Ion65916129,2019-11-05 18:11:50,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Kitchener, Ontario",Nan,False,669
Paloresow,2019-11-05 18:11:40,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan, Kernow,Nan,False,336
Walterw06,2019-11-05 18:11:38,"RT Perfecteye1882 Thanks for setting the Standards of Excellence, VSU College of Education. Newest Inducted members of Kappa Delta PI Int","Petersburg, VA",Nan,False,5
CardiffUCU,2019-11-05 18:11:16,RT DrRoundglasses ucu CardiffUCU The university strike will be very political during most important general election since 1979 when vo,Cardiff,Nan,False,2
jacques_njoma,2019-11-05 18:10:48,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Yaound ,Nan,False,669
DemuxAcademy,2019-11-05 18:10:27,RT wef Which countries have the most doctoral graduates Education University ,"Bengaluru, India",Nan,False,40
LesisMoreSports,2019-11-05 18:10:26,RT JustinR84569247 Excited to announce that I verbally committed to Asbury University to continue my education and soccer career Go eag,"Louisville, KY",Nan,False,8
UndebPlaidCymru,2019-11-05 18:10:23,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,Cymru,Nan,False,103
DrSWard,2019-11-05 18:10:18,RT IFFResearch Higher education innovations new providers versus new models. Exciting presentation from new providers of HE including U,"Manchester, England",Nan,False,1
austinbkoeller,2019-11-05 18:10:07,. u nebraska President candidate lays out vision for strengthening higher education ,"Grand Island, NE",Grand Island,False,0
Jess___thebest,2019-11-05 18:10:03,"RT JanayAMcIntosh Any student out there at Salisbury University that wants to get an education and be celebrated for being black, and don",D M V ATL,Nan,False,75
2acct1,2019-11-05 18:10:00,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,nan,Nan,False,16
artandeducation,2019-11-05 18:10:00,"Boston University College of Fine Arts School of Visual Arts invites applications to its MFA Painting, Sculpture, G ",nan,Nan,False,2
bhai_vk,2019-11-05 18:09:51,"RT IchbinUjjaini t d h nair Hostel fee increased, library budget reduced blueprint of education policy of NDA 2 However, it will not",calicut,Nan,False,4
zachgoudie,2019-11-05 18:09:43,"Teacher teacher, what do you see I see children looking at me dadjoke N.L. junior kindergarten plan 'progressi ","St. John's, NL",Nan,False,0
tmj_okc_edu,2019-11-05 18:09:12,"Can you recommend anyone for this Education job in Edmond, OK Click the link in our bio to see it and more. Engine ","Oklahoma City, OK",Edmond,False,0
ZackZackZack4,2019-11-05 18:08:41,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,nan,Nan,False,146
lakshmianand96,2019-11-05 18:08:19,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,"Delhi, India",Nan,False,16
Lem_Exeter,2019-11-05 18:07:51,RT UofExeterOnline Are you looking to advance your career in the field of education The online MA in Education from the University of Ex,London,Nan,False,2
SarahTelfer5,2019-11-05 18:07:45,RT BoltonUniLib The Library is pleased to now offer the Times Higher Education online. Register with your University email to gain unlimi,"North West, England",Nan,False,5
Netsbridge,2019-11-05 18:07:26," BBCAfrica bbcBola Very best wishes to Ghana's youngest University Student, 12year old ViemensBamfa May the goo ","Space City, Lone Star State",Nan,False,0
GateauxAmmo,2019-11-05 18:07:24,RT A4AOntario We need education like this in Canada and autistic self advocates are ready to lead the project. Contact us for a copy of,nan,Nan,False,8
paperwings573,2019-11-05 18:07:01,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Helsinki New York,Nan,False,39
MunsterGeoDeo,2019-11-05 18:06:41,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,Ireland,Nan,False,336
kureshirfan,2019-11-05 18:05:33,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Islamabad, Pakistan",Nan,False,669
EdDCarline,2019-11-05 18:05:15,RT wlv teaching Just 24 hours to go until we open the doors to our Harrison Learning Centre MD Building for the choosetoteach event b,University of Wolverhampton,Nan,False,3
XYisnotXX,2019-11-05 18:04:34,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,"England, United Kingdom",Nan,False,103
_0Antonym0_,2019-11-05 18:04:00,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
SNASpecialNeeds,2019-11-05 18:03:55,Programs like this initiative in Ohio highlighted in this article from the OhioState University shows how universi ,nan,Nan,False,1
GerdaWielander,2019-11-05 18:03:40,Promises to be an interesting talk tomorrow Chinese individualisation and Confucian revival Parental actions in e ,London,Nan,False,0
StoryTellerCute,2019-11-05 18:03:23,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Wetteren, Belgi",Nan,False,669
EdDev95,2019-11-05 18:02:54,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Malaysia,Nan,False,669
MitchelmoreMHA,2019-11-05 18:02:29,"N.L. junior kindergarten plan 'progressing,' says education minister CBC News ","Green Island Cove, NL",Nan,False,0
eannekerr,2019-11-05 18:02:22,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,Glasgow,Nan,False,103
IFlck,2019-11-05 18:02:15,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Verviers Belgique ,Nan,False,39
florezacosta_,2019-11-05 18:02:09,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Bogot, D.C., Colombia",Nan,False,669
hollysmithhere,2019-11-05 18:02:06,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,London,Nan,False,103
unmc_mmi,2019-11-05 18:01:47,2 3. Students will share their experiences in inclusive college programs at UNO amp Georgia State University. We will ,"Omaha, NE",Nan,False,0
Sagar_Roy1,2019-11-05 18:01:26,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Earth.,Nan,False,39
johnnyyann,2019-11-05 18:01:21,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Louisville, ky",Nan,False,39
MarkEtWords,2019-11-05 18:01:17,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,We Are Everywhere,Nan,False,39
FredCamposJr,2019-11-05 18:01:14,Angelo State's Dorms Ranked Best of Texas Public Schools Angelo State Universitys student residence halls have bee ,Bedford TX,Nan,False,0
thekid_13_11482,2019-11-05 18:01:11,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,"California, USA",Nan,False,39
busaur82,2019-11-05 18:01:04,RT busaur82 Medical Sales Representative Loation Lagos 2 4 years knowledge on surgical sutures sales and marketing Education A universi,"Abuja, Nigeria",Nan,False,2
schrbchE,2019-11-05 18:01:01,RT OntLiberal Making student fees optional threatens campus services and clubs. The Conservatives' Student Choice Initiative is no repl,nan,Nan,False,11
Fireco,2019-11-05 18:00:50,"Whether you work in a school, college, university or another place of education, were here to make compliance easy ","Hove, UK",Nan,False,0
abittertruth,2019-11-05 18:00:50,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
donahuejm,2019-11-05 18:00:49,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp, Chi worldwide ,Nan,False,39
Sondsajohn,2019-11-05 18:00:42,Free Education University Is a 17 course curriculum that teaches you how to find the right financial opportunitie ,USA,Nan,False,0
rbe_expert,2019-11-05 18:00:41,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,nan,Nan,False,39
rajkumar852,2019-11-05 18:00:41,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Chennai,Nan,False,669
WarpFact0r10,2019-11-05 18:00:31,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Austin, TX",Nan,False,39
madebystallion,2019-11-05 18:00:23,RT busaur82 Medical Sales Representative Loation Lagos 2 4 years knowledge on surgical sutures sales and marketing Education A universi,nan,Nan,False,2
reemabhaduri,2019-11-05 18:00:18,Management Committee of 12th Global Film Festival Noida 2019. The 12th GFFN is supported by AAFT University and Int ,nan,Nan,False,0
WUBusiness,2019-11-05 18:00:09,Hear unique stories from two internationalstudents at CentennialEDU and mcgillu on how our Scholars Program in ,nan,Nan,False,2
PharmaKaz,2019-11-05 18:00:04,RT KeystoneShops Looking forward to an evening of film and cannabis discussion with the bright student at University of the Sciences ed,"London, England",Nan,False,1
EmmaIannacone,2019-11-05 18:00:00, 5 6 What should I bring with me cont. A Idaho student photo ID from an accredited institution of higher educa ,"Pocatello, ID",Nan,False,0
rakeshpatekar,2019-11-05 17:59:52,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Toronto, Ontario",Nan,False,669
twilight2_0,2019-11-05 17:59:22,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Chicago, IL",Nan,False,39
History27361891,2019-11-05 17:59:05,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,nan,Nan,False,39
CBCNL,2019-11-05 17:59:01,"NEW N.L. junior kindergarten plan 'progressing,' says education minister ","St. John's, N.L.",Nan,False,0
beinghassamk,2019-11-05 17:58:37,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"New Friends Colony, New Delhi",Nan,False,669
mags_blackie,2019-11-05 17:58:26,RT paulashwin I am delighted that my blog won the Student Outcomes and Employment Category at the Wonkhe Awards ,nan,Nan,False,11
SeanAllmark1,2019-11-05 17:58:12,Guessing this was an UKCivilService advert Arent we were trying to move away from the old school tie and unive ,nan,Nan,False,0
WelkinJ,2019-11-05 17:57:52,RT LiWu UIowa Enjoyed the first busy day at the University of Iowa. Moved the lab in the Department of Microbiology and Immunology with t,nan,Nan,False,2
JoelSandaluk,2019-11-05 17:57:04,This is true. One of the smartest things about current Canadian immigration programs is that it favours individuals ,"103 Church St. Toronto, ON",Toronto,False,0
AsmrSilent,2019-11-05 17:56:53, JasminePickel raytoutofer FIRE THEM ALL They don't do anything to teach the kids anymore. Ontario used to be the ,nan,Nan,False,0
edmontonjournal,2019-11-05 17:56:45,The annual commemoration ceremony is held every November to honour the sacrifice and service of Canadas military b ,"Edmonton, Alberta, Canada",Nan,False,0
Itsmahiofficial,2019-11-05 17:56:45,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Gurugram india,Nan,False,669
tired1025,2019-11-05 17:56:19,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,nan,Nan,False,39
Gabruuuuuuuuuu,2019-11-05 17:55:49,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,nan,Nan,False,16
BangorUcu,2019-11-05 17:55:48,RT AbbieWightwick University strike threat is back ,Bangor,Nan,False,1
_bethanthomas_,2019-11-05 17:55:45,RT bbceducation University workers vote for eight day strike ,Wales,Nan,False,4
